id,address_id,customer,contact_name,notes,
220,343,Ovi Industries,Sylvia Rios,"Irwin Mainways ""dangerous toy"" manufacturer, Saturday Night Live.","(220,343,'Ovi Industries','Sylvia Rios','Irwin Mainways ""dangerous toy"" manufacturer, Saturday Night Live.'),"
316,367,Trans Regional Airlines,Will Chaney,Lost Flight,"(316,367,'Trans Regional Airlines','Will Chaney','Lost Flight'),"
63,371,ConSec,Zaiden Snow,"Develops almost every conceivable scientific discipline, Half-Life","(63,371,'ConSec','Zaiden Snow','Develops almost every conceivable scientific discipline, Half-Life'),"
117,7,Ghostbusters,Aldo Simon,The company Hugh OBrian worked for in the 1970s television show Search (TV Series),"(117,7,'Ghostbusters','Aldo Simon','The company Hugh OBrian worked for in the 1970s television show Search (TV Series)'),"
87,10,Dinoco,Alice Koch,"Star Wars: Knights of the Old Republic, Star Wars: Knights of the Old Republic II The Sith Lords","(87,10,'Dinoco','Alice Koch','Star Wars: Knights of the Old Republic, Star Wars: Knights of the Old Republic II The Sith Lords'),"
39,22,Bluecorp,Amy Prince,"Information gathering and extortion company owned by Redd White, the man who murdered     Mia Fey","(39,22,'Bluecorp','Amy Prince','Information gathering and extortion company owned by Redd White, the man who murdered     Mia Fey'),"
210,34,Oceanic Airlines    ,Asa Riddle,Die Hard 2,"(210,34,'Oceanic Airlines    ','Asa Riddle','Die Hard 2'),"
135,38,Hishii Industries,Avah Braun,Manufacturer of powered exoskeletons known as Labors.,"(135,38,'Hishii Industries','Avah Braun','Manufacturer of powered exoskeletons known as Labors.'),"
295,57,The Krusty Krab,Cali Hines,A coffeehouse on Friends.,"(295,57,'The Krusty Krab','Cali Hines','A coffeehouse on Friends.'),"
315,81,Trans Pacific Airlines,Dana Kelly,Airport,"(315,81,'Trans Pacific Airlines','Dana Kelly','Airport'),"
320,92,TriOptimum Corporation,David Mata,One of the two most powerful multinationals in System Shock. Manufacturer of the Von Braun and creators of SHODAN.,"(320,92,'TriOptimum Corporation','David Mata','One of the two most powerful multinationals in System Shock. Manufacturer of the Von Braun and creators of SHODAN.'),"
307,94,Torchwood,Dennis Day,"defense Military weaponry manufacturer in Marvel Comics, most notably in the Iron Man universe","(307,94,'Torchwood','Dennis Day','defense Military weaponry manufacturer in Marvel Comics, most notably in the Iron Man universe'),"
89,97,Dirk Gentlys Holistic Detective Agency,Derek Long,created by Joss Whedon in Angel,"(89,97,'Dirk Gentlys Holistic Detective Agency','Derek Long','created by Joss Whedon in Angel'),"
26,126,Atlantic Corporation,Gary Tapia,Frank Enstein,"(26,126,'Atlantic Corporation','Gary Tapia','Frank Enstein'),"
162,140,Mainway Toys,Halle Bell,from The People series,"(162,140,'Mainway Toys','Halle Bell','from The People series'),"
134,164,Hippodrome,Jay Obrien,"Start of The Seven Crystal Balls, The Adventures of Tintin.","(134,164,'Hippodrome','Jay Obrien','Start of The Seven Crystal Balls, The Adventures of Tintin.'),"
69,191,Cyberdyne Systems,Kaleb Chen,"the computer robotics company responsible for the creation of SkyNet, hence the dystopian future world of The Terminator.","(69,191,'Cyberdyne Systems','Kaleb Chen','the computer robotics company responsible for the creation of SkyNet, hence the dystopian future world of The Terminator.'),"
51,206,CC Corporation,King Duffy,employer of Sandra Bullock in The Net,"(51,206,'CC Corporation','King Duffy','employer of Sandra Bullock in The Net'),"
152,221,Krusty Burger,Layne Diaz,"All That, Good Burger movie","(152,221,'Krusty Burger','Layne Diaz','All That, Good Burger movie'),"
178,228,Mid-Central Airlines,Linda Wood,Garfield in Paradise,"(178,228,'Mid-Central Airlines','Linda Wood','Garfield in Paradise'),"
236,274,PVP: Player vs. Player magazine,Naomi Ross,Discworld,"(236,274,'PVP: Player vs. Player magazine','Naomi Ross','Discworld'),"
56,281,Clint Goodman Construction 555-2350,Nolan Bond,Buried Alive (1990),"(56,281,'Clint Goodman Construction 555-2350','Nolan Bond','Buried Alive (1990)'),"
313,284,Trans Continental Airlines (TCA),Omar Crane,Airplane!,"(313,284,'Trans Continental Airlines (TCA)','Omar Crane','Airplane!'),"
90,298,Dixie Pig,Raina Mann,The Last Dragon (1985 film),"(90,298,'Dixie Pig','Raina Mann','The Last Dragon (1985 film)'),"
308,301,Total Bastard Airlines,Ray Berger,Flying High (CBS TV Series),"(308,301,'Total Bastard Airlines','Ray Berger','Flying High (CBS TV Series)'),"
263,307,Sinclair Solutions,Reina Nash,"small arms manufacturer, a signature company in many of Masamune Shirows books","(263,307,'Sinclair Solutions','Reina Nash','small arms manufacturer, a signature company in many of Masamune Shirows books'),"
80,317,DaVille Studio,Ross Walsh,"film studio from the Tiny Toon Adventures episode ""Hollywood Plucky""","(80,317,'DaVille Studio','Ross Walsh','film studio from the Tiny Toon Adventures episode ""Hollywood Plucky""'),"
42,322,British Broadcasting Service,Sadie Mann,A parody of the BBC featured in the film C.S.A.: The Confederate States of America,"(42,322,'British Broadcasting Service','Sadie Mann','A parody of the BBC featured in the film C.S.A.: The Confederate States of America'),"
323,325,U.S. Robots and Mechanical Men,Sam Suarez,Blade Runner,"(323,325,'U.S. Robots and Mechanical Men','Sam Suarez','Blade Runner'),"
159,344,LuthorCorp,Talan Shah,Lionel Luthors company in the TV series Smallville.,"(159,344,'LuthorCorp','Talan Shah','Lionel Luthors company in the TV series Smallville.'),"
128,345,Graystone Industries,Talia Carr,"Bioengineering, Data Mining &  Analysis, AI R&D, VR R&D, High-tech amusement park","(128,345,'Graystone Industries','Talia Carr','Bioengineering, Data Mining &  Analysis, AI R&D, VR R&D, High-tech amusement park'),"
85,363,"Dharma Initiative, The",Vance Webb,Lost,"(85,363,'Dharma Initiative, The','Vance Webb','Lost'),"
259,117,Shinra Electric Power Company,Ezra Choi,Final Fantasy VII,"(259,117,'Shinra Electric Power Company','Ezra Choi','Final Fantasy VII'),"
140,124,Initech,Gage Hahn,F.E.A.R.,"(140,124,'Initech','Gage Hahn','F.E.A.R.'),"
2,172,Abstergo Industries,Jett Wang,"Multinational corporation owned and controlled by modern Knights Templar, with projects on genetic memory [disambiguation needed], mind control technology and on locating     mysterious alien artifacts located on various locations on Earth, in Assassins Creed.","(2,172,'Abstergo Industries','Jett Wang','Multinational corporation owned and controlled by modern Knights Templar, with projects on genetic memory [disambiguation needed], mind control technology and on locating     mysterious alien artifacts located on various locations on Earth, in Assassins Creed.'),"
57,181,Cogswell Cogs,Joy Roach,Creator of massive MMORPG The World in the .hack series.,"(57,181,'Cogswell Cogs','Joy Roach','Creator of massive MMORPG The World in the .hack series.'),"
367,231,Yotsuba,Lola King,Death Note,"(367,231,'Yotsuba','Lola King','Death Note'),"
324,233,Uix Inc,Luca Wade,from The People series,"(324,233,'Uix Inc','Luca Wade','from The People series'),"
181,238,Mishima Zaibatsu ,Maci Ward,Tekken,"(181,238,'Mishima Zaibatsu ','Maci Ward','Tekken'),"
334,280,Union Aerospace Corporation (UAC),Noe Hardy,"defense/energy/biotech, Doom","(334,280,'Union Aerospace Corporation (UAC)','Noe Hardy','defense/energy/biotech, Doom'),"
204,316,North Central Positronics,Ross Ball,Caprica,"(204,316,'North Central Positronics','Ross Ball','Caprica'),"
235,326,Psych,Sammy Ali,created by Alexander McCall Smith,"(235,326,'Psych','Sammy Ali','created by Alexander McCall Smith'),"
156,348,Liandri Mining Corporation,Tate Case,owners of the mining ship Red Dwarf,"(156,348,'Liandri Mining Corporation','Tate Case','owners of the mining ship Red Dwarf'),"
20,373,Aperture Science,Zion Lutz,"mobile suit manufacturer/defense contractor/AEUG supporter, Universal Century Gundam","(20,373,'Aperture Science','Zion Lutz','mobile suit manufacturer/defense contractor/AEUG supporter, Universal Century Gundam'),"
285,32,Taggart Transcontinental,Ari Park,Popeye,"(285,32,'Taggart Transcontinental','Ari Park','Popeye'),"
60,267,Concordance Extraction Corporation,Mina Fry,featured in the Red Faction and Saints Row series of video games,"(60,267,'Concordance Extraction Corporation','Mina Fry','featured in the Red Faction and Saints Row series of video games'),"
10,324,Air Ixiom,Sam Clay,Airplane!,"(10,324,'Air Ixiom','Sam Clay','Airplane!'),"
266,370,Slate Rock and Gravel Company,Zaid Key,Oil company in Marvel Comics,"(266,370,'Slate Rock and Gravel Company','Zaid Key','Oil company in Marvel Comics'),"
